,Database Accession,Database,Gene Symbol,Disease,Variant Type,Pathogenicity,Review Status,Star Level,Submitter,HGVS Normalization Failure Reason,Duplicated
2085,RCV000753277,ClinVar,BTK,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
2086,RCV000753278,ClinVar,BTK,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,0
2087,RCV000754365,ClinVar,BTK,SCID,Duplication,Pathogenic,"criteria provided, single submitter",1,"Department of Psychiatry,Nagoya University",No variant information provided,0
2088,RCV000846039,ClinVar,BTK,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,0
2001,RCV000050386_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2002,RCV000050697_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2003,RCV000050699_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2004,RCV000050810_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2005,RCV000050811_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 17,Compound Variant,1
2006,RCV000050889_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2007,RCV000052322_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2008,RCV000052324_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2009,RCV000052325_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2010,RCV000052359_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 14,Compound Variant,1
2011,RCV000052982_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2012,RCV000052984_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2013,RCV000052986_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2015,RCV000133654_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2016,RCV000133792_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2017,RCV000133911_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2018,RCV000133947_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2019,RCV000134564_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2020,RCV000135300_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2021,RCV000135321_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2022,RCV000135552_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2023,RCV000136005_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2025,RCV000136097_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2026,RCV000136478_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2027,RCV000136791_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2028,RCV000136841_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2032,RCV000139278_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2034,RCV000139888_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2035,RCV000140786_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2036,RCV000140787_1,ClinVar,CD40LG,SCID,copy number loss,conflicting data from submitters,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2037,RCV000141400_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2038,RCV000141401_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2040,RCV000142625_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2041,RCV000143219_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2042,RCV000143433_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2043,RCV000143441_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2044,RCV000148135_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2045,RCV000148141_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Multiple Submitters: ISCA site 17, ISCA site 4",Compound Variant,1
2069,RCV000448393_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2073,RCV000449461_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2089,RCV000848828_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",Compound Variant,1
2046,RCV000239798_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2047,RCV000239832_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2048,RCV000239843_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2049,RCV000239874_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2050,RCV000239902_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2051,RCV000239934_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2052,RCV000239989_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2053,RCV000240106_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2054,RCV000240122_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2055,RCV000240314_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2056,RCV000240464_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2057,RCV000240541_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2058,RCV000240552_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2059,RCV000445720_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2060,RCV000446026_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2061,RCV000446197_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2062,RCV000446270_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2063,RCV000446310_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2064,RCV000446667_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2065,RCV000446712_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2066,RCV000446932_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2067,RCV000447253_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2068,RCV000448034_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2070,RCV000448652_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2071,RCV000449330_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2072,RCV000449437_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2077,RCV000511413_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2078,RCV000512020_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2082,RCV000753271_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2083,RCV000753272_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2084,RCV000753276_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2085,RCV000753277_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2086,RCV000753278_1,ClinVar,CD40LG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2087,RCV000754365_1,ClinVar,CD40LG,SCID,Duplication,Pathogenic,"criteria provided, single submitter",1,"Department of Psychiatry,Nagoya University",No variant information provided,1
2088,RCV000846039_1,ClinVar,CD40LG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,1
2001,RCV000050386_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2002,RCV000050697_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2003,RCV000050699_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2004,RCV000050810_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2005,RCV000050811_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 17,Compound Variant,1
2006,RCV000050889_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2007,RCV000052322_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2008,RCV000052324_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2009,RCV000052325_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2010,RCV000052359_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 14,Compound Variant,1
2011,RCV000052982_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2012,RCV000052984_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2013,RCV000052986_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2015,RCV000133654_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2016,RCV000133792_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2017,RCV000133911_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2018,RCV000133947_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2019,RCV000134564_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2020,RCV000135300_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2021,RCV000135321_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2022,RCV000135552_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2023,RCV000136005_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2025,RCV000136097_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2026,RCV000136478_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2027,RCV000136791_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2028,RCV000136841_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2032,RCV000139278_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2034,RCV000139888_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2035,RCV000140786_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2036,RCV000140787_2,ClinVar,WAS,SCID,copy number loss,conflicting data from submitters,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2037,RCV000141400_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2038,RCV000141401_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2040,RCV000142625_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2041,RCV000143219_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2042,RCV000143433_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2043,RCV000143441_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2044,RCV000148135_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2045,RCV000148141_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Multiple Submitters: ISCA site 17, ISCA site 4",Compound Variant,1
2069,RCV000448393_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2073,RCV000449461_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2089,RCV000848828_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",Compound Variant,1
2046,RCV000239798_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2047,RCV000239832_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2048,RCV000239843_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2049,RCV000239874_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2050,RCV000239902_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2051,RCV000239934_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2052,RCV000239989_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2053,RCV000240106_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2054,RCV000240122_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2055,RCV000240314_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2056,RCV000240464_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2057,RCV000240541_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2058,RCV000240552_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2059,RCV000445720_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2060,RCV000446026_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2061,RCV000446197_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2062,RCV000446270_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2063,RCV000446310_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2064,RCV000446667_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2065,RCV000446712_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2066,RCV000446932_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2067,RCV000447253_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2068,RCV000448034_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2070,RCV000448652_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2071,RCV000449330_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2072,RCV000449437_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2077,RCV000511413_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2078,RCV000512020_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2082,RCV000753271_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2083,RCV000753272_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2084,RCV000753276_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2085,RCV000753277_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2086,RCV000753278_2,ClinVar,WAS,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2087,RCV000754365_2,ClinVar,WAS,SCID,Duplication,Pathogenic,"criteria provided, single submitter",1,"Department of Psychiatry,Nagoya University",No variant information provided,1
2088,RCV000846039_2,ClinVar,WAS,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,1
2001,RCV000050386_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2002,RCV000050697_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2003,RCV000050699_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2004,RCV000050810_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2005,RCV000050811_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 17,Compound Variant,1
2006,RCV000050889_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2007,RCV000052322_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2008,RCV000052324_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2009,RCV000052325_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2010,RCV000052359_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 14,Compound Variant,1
2011,RCV000052982_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2012,RCV000052984_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2013,RCV000052986_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2015,RCV000133654_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2016,RCV000133792_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2017,RCV000133911_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2018,RCV000133947_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2019,RCV000134564_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2020,RCV000135300_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2021,RCV000135321_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2022,RCV000135552_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2023,RCV000136005_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2025,RCV000136097_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
